Protein IDs,Majority protein IDs,Protein names,Gene names,Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Q-value,Score,WT_Rep1,WT_Rep2,WT_Rep3,WT_Rep4,WT_Rep5,Mut_Rep1,Mut_Rep2,Mut_Rep3,Mut_Rep4,Mut_Rep5
Q7TNE1,Q7TNE1,Succinate--hydroxymethylglutarate CoA-transferase,Sugct,>sp|Q7TNE1|SUCHY_MOUSE Succinate--hydroxymethylglutarate CoA-transferase OS=Mus musculus GN=Sugct PE=1 SV=2,1,1,1,1,1.8,1.8,1.8,0.039139,1.1876,54984.89668,49747.32364,112245.723,97173.4945,199680.5491,153318.4555,90326.16353,94015,123788.2556,51359.45905
Q9JLV1,Q9JLV1,BAG family molecular chaperone regulator 3,Bag3,>sp|Q9JLV1|BAG3_MOUSE BAG family molecular chaperone regulator 3 OS=Mus musculus GN=Bag3 PE=1 SV=2,1,1,1,1,2.4,2.4,2.4,0.0013624,2.5035,92001.19459,94891.55781,90867.05515,89181.3782,93603.40415,56935.71136,60396.23523,56434,50303.6875,51571.02542
Q8R2Q0,Q8R2Q0,Tripartite motif-containing protein 29,Trim29,>sp|Q8R2Q0|TRI29_MOUSE Tripartite motif-containing protein 29 OS=Mus musculus GN=Trim29 PE=1 SV=1,1,1,1,1,1.2,1.2,1.2,0.059361,0.97767,174997.2651,165239.5934,176949.6842,168768.5053,175916.2478,76140.49576,65615.00077,62570,65725.87278,51833.76134
Q8BGS2-2;Q8BGS2,Q8BGS2-2;Q8BGS2,BolA-like protein 2,Bola2,>sp|Q8BGS2-2|BOLA2_MOUSE Isoform 2 of BolA-like protein 2 OS=Mus musculus GN=Bola2;>sp|Q8BGS2|BOLA2_MOUSE BolA-like protein 2 OS=Mus musculus GN=Bola2 PE=1 SV=1,2,1,1,1,13,13,13,0.015368,1.6256,131038.1237,156479.889,122919.6233,132952.4424,116153.0577,56688.04608,58186.15656,54522,56069.49028,53369.83161
Q8BFR4,Q8BFR4,N-acetylglucosamine-6-sulfatase,Gns,>sp|Q8BFR4|GNS_MOUSE N-acetylglucosamine-6-sulfatase OS=Mus musculus GN=Gns PE=1 SV=1,1,1,1,1,2.2,2.2,2.2,0.011682,1.8256,70841.99263,71020.89157,67506.70888,67233.98763,68800.67331,61800.28637,56375.382,60509,55991.40056,53571.55768
Q9WUM5,Q9WUM5,"Succinyl-CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial",Suclg1,">sp|Q9WUM5|SUCA_MOUSE Succinyl-CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial OS=Mus musculus GN=Suclg1 PE=1 SV=4",1,1,1,1,2.6,2.6,2.6,0.012791,1.7974,123541.2159,121667.4526,114795.3591,117883.7154,106259.6568,57905.89619,60635.61904,49785,44543.23333,54239.71381
A0A0N4SWE9;A0A0U1RNR3;A0A0U1RNP5;A0A0N4SVE0;Q9DCW4,A0A0N4SWE9;A0A0U1RNR3;A0A0U1RNP5;A0A0N4SVE0;Q9DCW4,Electron transfer flavoprotein subunit beta,Etfb,>tr|A0A0N4SWE9|A0A0N4SWE9_MOUSE Uncharacterized protein OS=Mus musculus GN=Gm45233 PE=4 SV=1;>tr|A0A0U1RNR3|A0A0U1RNR3_MOUSE Electron transfer flavoprotein subunit beta (Fragment) OS=Mus musculus GN=Etfb PE=4 SV=1;>tr|A0A0U1RNP5|A0A0U1RNP5_MOUSE Electron t,5,1,1,1,5.4,5.4,5.4,0.0060314,2.0059,127321.2224,115316.1953,130296.8996,121001.383,146040.9462,80971.91872,58309.32499,56023,62870.78417,55014.14514
Q80UM7,Q80UM7,Mannosyl-oligosaccharide glucosidase,Mogs,>sp|Q80UM7|MOGS_MOUSE Mannosyl-oligosaccharide glucosidase OS=Mus musculus GN=Mogs PE=1 SV=1,1,1,1,1,1.3,1.3,1.3,0.0060459,2.0163,75177.32569,81220.63357,74575.3126,75652.92748,72740.41183,59771.18623,56507.49007,66921,64104.17389,55464.83071
Q3TPJ9;O08738,Q3TPJ9;O08738,Caspase-6;Caspase-6 subunit p18;Caspase-6 subunit p11,Casp6,>tr|Q3TPJ9|Q3TPJ9_MOUSE Caspase 6 OS=Mus musculus GN=Casp6 PE=1 SV=1;>sp|O08738|CASP6_MOUSE Caspase-6 OS=Mus musculus GN=Casp6 PE=1 SV=1,2,1,1,1,4,4,4,0.002584,2.3209,74079.29373,73391.60843,79532.59538,76685.96418,78089.89704,61154.79656,48945.54449,56077,65410.30472,56110.35416
Q6ZWZ7;Q9CPR4,Q6ZWZ7;Q9CPR4,60S ribosomal protein L17,Rpl17,>tr|Q6ZWZ7|Q6ZWZ7_MOUSE 60S ribosomal protein L17 OS=Mus musculus GN=Rpl17 PE=1 SV=1;>sp|Q9CPR4|RL17_MOUSE 60S ribosomal protein L17 OS=Mus musculus GN=Rpl17 PE=1 SV=3,2,1,1,1,4.9,4.9,4.9,0.0013755,2.5305,160628.1917,164095.1094,155879.689,151231.6248,157482.5511,60731.62046,62800.99948,59629,59818.86667,57141.61722
F6SVV1;Q4FZE6;P62082,F6SVV1;Q4FZE6;P62082,40S ribosomal protein S7,Gm9493;Rps7,>tr|F6SVV1|F6SVV1_MOUSE Protein Gm9493 OS=Mus musculus GN=Gm9493 PE=4 SV=1;>tr|Q4FZE6|Q4FZE6_MOUSE 40S ribosomal protein S7 OS=Mus musculus GN=Rps7 PE=1 SV=1;>sp|P62082|RS7_MOUSE 40S ribosomal protein S7 OS=Mus musculus GN=Rps7 PE=2 SV=1,3,1,1,1,4.2,4.2,4.2,0.014365,1.6484,150499.7935,153933.0976,143693.2927,155320.4706,145159.8546,83621.15711,70902.30359,70482,92453.95222,57323.66271
B2RQZ6;Q8BWS5,B2RQZ6;Q8BWS5,G protein-regulated inducer of neurite outgrowth 3,Gprin3,>tr|B2RQZ6|B2RQZ6_MOUSE G protein-regulated inducer of neurite outgrowth 3 OS=Mus musculus GN=Gprin3 PE=1 SV=1;>sp|Q8BWS5|GRIN3_MOUSE G protein-regulated inducer of neurite outgrowth 3 OS=Mus musculus GN=Gprin3 PE=1 SV=1,2,1,1,1,0.9,0.9,0.9,0.046021,1.1142,236903.5494,219822.6764,233368.8714,221737.9263,223482.6115,82026.93379,71691.97214,63979,59489.39222,57672.0092
G5E8R0;G5E8R1;E9Q455,G5E8R0;G5E8R1;E9Q455,,Tpm1,">tr|G5E8R0|G5E8R0_MOUSE Tropomyosin 1, alpha, isoform CRA_i OS=Mus musculus GN=Tpm1 PE=1 SV=1;>tr|G5E8R1|G5E8R1_MOUSE Tropomyosin 1, alpha, isoform CRA_j OS=Mus musculus GN=Tpm1 PE=1 SV=1;>tr|E9Q455|E9Q455_MOUSE Tropomyosin alpha-1 chain OS=Mus musculus GN",3,10,1,0,33.5,4.9,0,0,10.675,91294.4154,92973.60385,95793.47066,85748.23227,85585.46985,72934.49804,61742.14831,75842,63276.20889,57890.46378
A2AT93,A2AT93,,Plcb4,>tr|A2AT93|A2AT93_MOUSE Protein Plcb4 (Fragment) OS=Mus musculus GN=Plcb4 PE=1 SV=1,1,1,1,1,2.7,2.7,2.7,0.013841,1.7759,56845.24048,60243.24804,55344.38907,57141.77576,63356.78542,48709.129,61741.15502,51714,58730.95917,58113.83851
Q3TT94;Q6P1F6;F6RV17;Q8BG02;Q925E7,Q3TT94;Q6P1F6;F6RV17;Q8BG02;Q925E7,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B;Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform;Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B gamma isoform;Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform,Ppp2r2a;Ppp2r2d;Ppp2r2c,>tr|Q3TT94|Q3TT94_MOUSE Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B OS=Mus musculus GN=Ppp2r2a PE=1 SV=1;>sp|Q6P1F6|2ABA_MOUSE Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform OS=Mus musculus GN=Ppp2,5,2,2,2,3.8,3.8,3.8,0,3.1161,99113.16018,107028.1189,105306.7618,107262.6134,103685.6104,68519.42575,63973.08615,66343,63846.37083,58220.11371
A0A075B678;A0A075B5X1;A0A075B5Y0;A0A0G2JET1;A0A0A6YY60;A0A075B5X4;A0A075B5W4;A0A0A6YXA3,A0A075B678;A0A075B5X1;A0A075B5Y0;A0A0G2JET1;A0A0A6YY60;A0A075B5X4;A0A075B5W4;A0A0A6YXA3,,Ighv8-14;Ighv8-9;Ighv8-13;Ighv8-11;Ighv8-6,>tr|A0A075B678|A0A075B678_MOUSE Protein Ighv8-13 (Fragment) OS=Mus musculus GN=Ighv8-13 PE=4 SV=2;>tr|A0A075B5X1|A0A075B5X1_MOUSE Protein Ighv8-9 OS=Mus musculus GN=Ighv8-9 PE=4 SV=1;>tr|A0A075B5Y0|A0A075B5Y0_MOUSE Protein Ighv8-13 OS=Mus musculus GN=Ighv8,8,2,1,1,17.2,10.1,10.1,0,5.547,60329.28324,60114.33638,62382.74287,62996.68139,68945.42409,55900.19749,57564.35466,53006,65273.38028,59447.19867
A2ADY9,A2ADY9,Protein DDI1 homolog 2,Ddi2,>sp|A2ADY9|DDI2_MOUSE Protein DDI1 homolog 2 OS=Mus musculus GN=Ddi2 PE=1 SV=1,1,1,1,1,2.3,2.3,2.3,0.0026316,2.3613,91269.17329,91357.49184,84607.17377,92119.65625,88461.60484,61783.71034,51849.93552,74895,56150.78917,61716.37102
Q8BL66;Q3V0A7;Q7TT23,Q8BL66;Q3V0A7;Q7TT23,Early endosome antigen 1;Uncharacterized protein C20orf194 homolog,Eea1;4930402H24Rik,>sp|Q8BL66|EEA1_MOUSE Early endosome antigen 1 OS=Mus musculus GN=Eea1 PE=1 SV=2;>tr|Q3V0A7|Q3V0A7_MOUSE Protein 4930402H24Rik OS=Mus musculus GN=4930402H24Rik PE=1 SV=1;>sp|Q7TT23|CT194_MOUSE Uncharacterized protein C20orf194 homolog OS=Mus musculus PE=1 ,3,2,2,2,0.9,0.9,0.9,0,3.1204,159309.2913,145229.9886,156811.8804,155741.1083,151132.3975,82206.34485,89513.64921,69764,72844.87417,62007.6438
A0A087WRC6;A0A087WR57;Q3U706;Q91XC8,A0A087WRC6;A0A087WR57;Q3U706;Q91XC8,Death-associated protein 1,Dap,>tr|A0A087WRC6|A0A087WRC6_MOUSE Death-associated protein 1 OS=Mus musculus GN=Dap PE=1 SV=1;>tr|A0A087WR57|A0A087WR57_MOUSE Death-associated protein 1 OS=Mus musculus GN=Dap PE=1 SV=1;>tr|Q3U706|Q3U706_MOUSE Death-associated protein OS=Mus musculus GN=Dap ,4,1,1,1,12.9,12.9,12.9,0.0061501,2.0626,107152.7735,107732.4167,118505.6044,113677.3384,97769.7091,62245.88885,61196.83002,66094,86791.9125,62243.81091
Q99LJ1,Q99LJ1,Tissue alpha-L-fucosidase,Fuca1,>sp|Q99LJ1|FUCO_MOUSE Tissue alpha-L-fucosidase OS=Mus musculus GN=Fuca1 PE=1 SV=1,1,1,1,1,1.5,1.5,1.5,0.014444,1.6642,60798.15551,66027.92293,58687.93123,64512.21428,59503.26802,58897.53235,53265.37916,57086,60532.37139,62340.24582
A2AEX7;A2AEY1;A2AEX8;A2AEX6;A2AEY2;P97447-2;P97447,A2AEX7;A2AEY1;A2AEX8;A2AEX6;A2AEY2;P97447-2;P97447,Four and a half LIM domains protein 1,Fhl1,>tr|A2AEX7|A2AEX7_MOUSE Four and a half LIM domains protein 1 OS=Mus musculus GN=Fhl1 PE=1 SV=1;>tr|A2AEY1|A2AEY1_MOUSE Four and a half LIM domains protein 1 (Fragment) OS=Mus musculus GN=Fhl1 PE=1 SV=7;>tr|A2AEX8|A2AEX8_MOUSE Four and a half LIM domains 1,7,1,1,1,4.3,4.3,4.3,0.024364,1.4425,39421.87136,37313.95134,37696.95624,36596.09847,41786.40235,68912.37498,73512.67965,77404,70844.49361,62790.93139
F6SXM5;Q564E6;P32067,F6SXM5;Q564E6;P32067,Lupus La protein homolog,Ssb,>tr|F6SXM5|F6SXM5_MOUSE Lupus La protein homolog (Fragment) OS=Mus musculus GN=Ssb PE=1 SV=1;>tr|Q564E6|Q564E6_MOUSE Lupus La protein homolog OS=Mus musculus GN=Ssb PE=1 SV=1;>sp|P32067|LA_MOUSE Lupus La protein homolog OS=Mus musculus GN=Ssb PE=1 SV=1,3,1,1,1,4.3,4.3,4.3,0,2.7686,72451.17739,87402.10483,68512.98172,66763.86314,61598.37817,59032.09064,69797.7609,63814,68070.70389,62947.3921
D3YVF4;D3Z7I1;P62264,D3YVF4;D3Z7I1;P62264,40S ribosomal protein S14,Rps14,>tr|D3YVF4|D3YVF4_MOUSE 40S ribosomal protein S14 (Fragment) OS=Mus musculus GN=Rps14 PE=1 SV=1;>tr|D3Z7I1|D3Z7I1_MOUSE 40S ribosomal protein S14 (Fragment) OS=Mus musculus GN=Rps14 PE=1 SV=1;>sp|P62264|RS14_MOUSE 40S ribosomal protein S14 OS=Mus musculus ,3,1,1,1,9.2,9.2,9.2,0.052045,1.0124,121635.4363,109549.7567,111381.4396,128393.472,122792.7129,67317.1766,66832.77895,70680,67003.12111,63560.44257
Q545R0;E0CXB9;Q61301-2;P26231;Q61301-3;Q61301,Q545R0;E0CXB9;Q61301-2;P26231;Q61301-3;Q61301,Catenin alpha-2;Catenin alpha-1,Ctnna1;Ctnna2,">tr|Q545R0|Q545R0_MOUSE Catenin (Cadherin associated protein), alpha 1 OS=Mus musculus GN=Ctnna1 PE=1 SV=1;>tr|E0CXB9|E0CXB9_MOUSE Catenin alpha-2 OS=Mus musculus GN=Ctnna2 PE=1 SV=1;>sp|Q61301-2|CTNA2_MOUSE Isoform 2 of Catenin alpha-2 OS=Mus musculus GN=",6,1,1,1,0.9,0.9,0.9,0.0095352,1.8917,92234.68415,91803.96636,86477.73004,86725.59634,85623.23092,75143.00924,62681.80423,62414,66237.2,64843.61722
Q9EQG9-3;Q9EQG9-2;Q9EQG9,Q9EQG9-3;Q9EQG9-2;Q9EQG9,Collagen type IV alpha-3-binding protein,Col4a3bp,>sp|Q9EQG9-3|C43BP_MOUSE Isoform 3 of Collagen type IV alpha-3-binding protein OS=Mus musculus GN=Col4a3bp;>sp|Q9EQG9-2|C43BP_MOUSE Isoform 2 of Collagen type IV alpha-3-binding protein OS=Mus musculus GN=Col4a3bp;>sp|Q9EQG9|C43BP_MOUSE Collagen type IV al,3,1,1,1,2.2,2.2,2.2,0.026205,1.4097,101656.3032,101066.7407,100744.58,97142.56526,98210.25494,78514.76719,67731.70983,64442,67532.63361,64995.15779
P99024;B2RSN3;Q9CWF2;Q7TMM9,P99024;B2RSN3;Q9CWF2;Q7TMM9,Tubulin beta-5 chain;Tubulin beta-2B chain;Tubulin beta-2A chain,Tubb5;Tubb2b;Tubb2a,>sp|P99024|TBB5_MOUSE Tubulin beta-5 chain OS=Mus musculus GN=Tubb5 PE=1 SV=1;>tr|B2RSN3|B2RSN3_MOUSE MCG1395 OS=Mus musculus GN=Tubb2b PE=1 SV=1;>sp|Q9CWF2|TBB2B_MOUSE Tubulin beta-2B chain OS=Mus musculus GN=Tubb2b PE=1 SV=1;>sp|Q7TMM9|TBB2A_MOUSE Tubuli,4,12,1,0,32,3.4,0,0.05219,1.026,115697.229,118108.2332,124623.4963,114271.1798,109538.5766,71230.09292,66192.10446,59831,60053.13583,65000.07794
A2RSV8;P19783,A2RSV8;P19783,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial",Cox4i1,">tr|A2RSV8|A2RSV8_MOUSE Cytochrome c oxidase subunit 4 isoform 1, mitochondrial OS=Mus musculus GN=Cox4i1 PE=1 SV=1;>sp|P19783|COX41_MOUSE Cytochrome c oxidase subunit 4 isoform 1, mitochondrial OS=Mus musculus GN=Cox4i1 PE=1 SV=2",2,1,1,1,5.9,5.9,5.9,0.04352,1.1471,51787.98296,49650.48269,62771.67041,67772.15645,176281.2714,151748.6087,88493.5365,101790,90654.67944,65086.67254
A2AEC9;A0A140LJH9;A0A0G2JEQ3;A0A0G2JEI5;Q548T0;F8WGM5;Q60770-2;Q60770;Q64324,A2AEC9;A0A140LJH9;A0A0G2JEQ3;A0A0G2JEI5;Q548T0;F8WGM5;Q60770-2;Q60770;Q64324,Syntaxin-binding protein 3;Syntaxin-binding protein 2,Stxbp3a;Stxbp2;Stxbp3,>tr|A2AEC9|A2AEC9_MOUSE Syntaxin-binding protein 3 OS=Mus musculus GN=Stxbp3 PE=1 SV=1;>tr|A0A140LJH9|A0A140LJH9_MOUSE Syntaxin-binding protein 2 (Fragment) OS=Mus musculus GN=Stxbp2 PE=1 SV=1;>tr|A0A0G2JEQ3|A0A0G2JEQ3_MOUSE Syntaxin-binding protein 3 OS=M,9,1,1,1,6.9,6.9,6.9,0.026233,1.4097,133694.8562,126572.3841,121283.6582,122603.5178,118399.8415,71833.65515,65144.17952,71338,68067.49472,65256.90967
D3Z712;F8WJ41;Q5M9M4;P62245;D3YVB4,D3Z712;F8WJ41;Q5M9M4;P62245;D3YVB4,40S ribosomal protein S15a,Rps15a,>tr|D3Z712|D3Z712_MOUSE 40S ribosomal protein S15a (Fragment) OS=Mus musculus GN=Rps15a PE=1 SV=2;>tr|F8WJ41|F8WJ41_MOUSE 40S ribosomal protein S15a (Fragment) OS=Mus musculus GN=Rps15a PE=1 SV=1;>tr|Q5M9M4|Q5M9M4_MOUSE 40S ribosomal protein S15a OS=Mus mu,5,2,2,2,20.5,20.5,20.5,0,3.3156,196907.4199,189594.4644,219027.94,206811.4738,228271.9742,107568.634,92133.95822,102460,87660.52694,65693.81883
E9PUD2;Q8K1M6-4;Q8K1M6-3;Q8K1M6-2;Q8K1M6,E9PUD2;Q8K1M6-4;Q8K1M6-3;Q8K1M6-2;Q8K1M6,Dynamin-1-like protein,Dnm1l,>tr|E9PUD2|E9PUD2_MOUSE Dynamin-1-like protein OS=Mus musculus GN=Dnm1l PE=1 SV=1;>sp|Q8K1M6-4|DNM1L_MOUSE Isoform 4 of Dynamin-1-like protein OS=Mus musculus GN=Dnm1l;>sp|Q8K1M6-3|DNM1L_MOUSE Isoform 3 of Dynamin-1-like protein OS=Mus musculus GN=Dnm1l;>s,5,1,1,1,1,1,1,0.045279,1.1287,141381.0799,132709.8367,140217.6387,139695.0173,138117.4146,86511.23535,86796.99071,81920,86523.41222,66518.43567
Q9D952,Q9D952,Envoplakin,Evpl,>sp|Q9D952|EVPL_MOUSE Envoplakin OS=Mus musculus GN=Evpl PE=1 SV=3,1,1,1,1,0.5,0.5,0.5,0.027027,1.3834,34431.50545,30375.98873,35183.12616,36145.76869,33862.87073,62847.50095,55480.4243,65476,69550.12972,66677.84847
B2RTL5;O35945;G3UWP3;A0A0G2JEU1;Q3UIA4;Q544B1;Q9JHW9;Q62148;Q9CZS1;P47738,B2RTL5;O35945,"Aldehyde dehydrogenase, cytosolic 1",Aldh1a7,">tr|B2RTL5|B2RTL5_MOUSE Aldehyde dehydrogenase family 1, subfamily A7 OS=Mus musculus GN=Aldh1a7 PE=1 SV=1;>sp|O35945|AL1A7_MOUSE Aldehyde dehydrogenase, cytosolic 1 OS=Mus musculus GN=Aldh1a7 PE=1 SV=1",10,4,1,1,7,1.4,1.4,0.039177,1.1933,154708.916,145299.1607,158602.1818,150606.8541,152290.4037,83749.86505,80896.82564,72560,73272.76306,66952.39274
A0A075B5V8;A0A0A6YY41,A0A075B5V8;A0A0A6YY41,,Ighv1-47,>tr|A0A075B5V8|A0A075B5V8_MOUSE Protein Ighv1-47 OS=Mus musculus GN=Ighv1-47 PE=4 SV=1;>tr|A0A0A6YY41|A0A0A6YY41_MOUSE Protein Ighv1-47 (Fragment) OS=Mus musculus GN=Ighv1-47 PE=4 SV=1,2,2,1,1,32.7,13.3,13.3,0,4.4237,48973.48726,45954.80552,43979.67938,45529.70091,46852.67952,68936.75149,68362.45138,64932,58359.76556,67712.06363
Q8R242-2;Q8R242,Q8R242-2;Q8R242,Di-N-acetylchitobiase,Ctbs,>sp|Q8R242-2|DIAC_MOUSE Isoform 2 of Di-N-acetylchitobiase OS=Mus musculus GN=Ctbs;>sp|Q8R242|DIAC_MOUSE Di-N-acetylchitobiase OS=Mus musculus GN=Ctbs PE=1 SV=2,2,1,1,1,2.2,2.2,2.2,0.02529,1.4278,125655.2429,114611.8975,118505.6044,114796.9769,112011.9268,66423.04646,76857.09982,76501,72059.69806,68851.56995
Q9CZD3;Q3TIX9,Q9CZD3;Q3TIX9,Glycine--tRNA ligase;U4/U6.U5 tri-snRNP-associated protein 2,Gars;Usp39,>sp|Q9CZD3|SYG_MOUSE Glycine--tRNA ligase OS=Mus musculus GN=Gars PE=1 SV=1;>sp|Q3TIX9|SNUT2_MOUSE U4/U6.U5 tri-snRNP-associated protein 2 OS=Mus musculus GN=Usp39 PE=1 SV=2,2,2,2,2,1.9,1.9,1.9,0,2.8784,152058.4941,159774.9967,154040,148021.1694,149741.5313,70783.51538,79973.06242,75989,75463.55417,69686.02709
A2CEK9;Q58EV3;Q58ES8;A9R9W0;A2CEL1;P11588;A2BIN0;B8JI96;A2CGB6;A2CEK7;A2CEK6;A2BIN1;A2AKN9;A2AKN8;A2BIM8;P11589;P02762;B5X0G2;P04938;L7MUC7;A2ANT6;A2AV72;E9QA79;A2CEL0,A2CEK9;Q58EV3;Q58ES8;A9R9W0;A2CEL1;P11588;A2BIN0;B8JI96;A2CGB6;A2CEK7;A2CEK6;A2BIN1;A2AKN9;A2AKN8;A2BIM8;P11589;P02762;B5X0G2;P04938,Major urinary protein 1;Major urinary protein 2;Major urinary protein 6;Major urinary protein 17;Major urinary proteins 11 and 8,Mup1;Mup15;Mup11;Mup14;Mup6;Mup13;Mup10;Mup4;Mup8;Mup9;Mup2;Mup17,>tr|A2CEK9|A2CEK9_MOUSE Major urinary protein 1 (Fragment) OS=Mus musculus GN=Mup1 PE=4 SV=1;>tr|Q58EV3|Q58EV3_MOUSE Major urinary protein 1 OS=Mus musculus GN=Mup1 PE=2 SV=1;>tr|Q58ES8|Q58ES8_MOUSE Major urinary protein 1 OS=Mus musculus GN=Mup1 PE=2 SV=1,24,3,1,1,80,23.3,23.3,1,-2,245896.0524,240102.6813,278404.2113,275901.216,277266.9652,131545.3627,112709.0457,72101,75392.9525,70454.55424
Q9R0T7;Q9QUK9,Q9R0T7;Q9QUK9,,Try4;Try5,>tr|Q9R0T7|Q9R0T7_MOUSE MCG15085 OS=Mus musculus GN=Try4 PE=1 SV=1;>tr|Q9QUK9|Q9QUK9_MOUSE MCG15083 OS=Mus musculus GN=Try5 PE=1 SV=1,2,1,1,1,8.1,8.1,8.1,0.040896,1.1743,41321.97149,45791.30781,49900.63819,53552.12786,93200.61938,72004.29067,73428.24968,76075,60472.46694,70492.93139
Q8CH18-3;Q8CH18,Q8CH18-3;Q8CH18,Cell division cycle and apoptosis regulator protein 1,Ccar1,>sp|Q8CH18-3|CCAR1_MOUSE Isoform 3 of Cell division cycle and apoptosis regulator protein 1 OS=Mus musculus GN=Ccar1;>sp|Q8CH18|CCAR1_MOUSE Cell division cycle and apoptosis regulator protein 1 OS=Mus musculus GN=Ccar1 PE=1 SV=1,2,1,1,1,0.7,0.7,0.7,0.01828,1.5287,111223.0643,144701.7652,102497.8407,97940.53972,120596.2772,82350.65375,83555.8731,84286,77369.79917,71683.60726
Q9CQM5,Q9CQM5,Thioredoxin domain-containing protein 17,Txndc17,>sp|Q9CQM5|TXD17_MOUSE Thioredoxin domain-containing protein 17 OS=Mus musculus GN=Txndc17 PE=1 SV=1,1,1,1,1,7.3,7.3,7.3,0.013636,1.7276,195222.5088,197756.7734,191877.0936,189522.0271,193934.5726,78730.25548,79498.26799,71579,74504.01333,71857.7805
D3YVP5;Q80W21,D3YVP5;Q80W21,Glutathione S-transferase Mu 7,Gstm7,>tr|D3YVP5|D3YVP5_MOUSE Glutathione S-transferase Mu 7 OS=Mus musculus GN=Gstm7 PE=1 SV=1;>sp|Q80W21|GSTM7_MOUSE Glutathione S-transferase Mu 7 OS=Mus musculus GN=Gstm7 PE=1 SV=1,2,7,1,1,29.9,3.3,3.3,0.011779,1.8537,103738.7776,98997.86577,98275.19878,100260.2329,99173.16228,74021.69009,74818.86097,69248,72682.27639,72207.11103
A0A087WSH7;A0A087WQA5;A0A087WR97;A0A087WRZ5;Q8R0B4;Q8BLD4;Q6VYI5;Q6VYI4;Q8C7D3;Q544R5;Q921F2,A0A087WSH7;A0A087WQA5;A0A087WR97;A0A087WRZ5;Q8R0B4;Q8BLD4;Q6VYI5;Q6VYI4;Q8C7D3;Q544R5;Q921F2,TAR DNA-binding protein 43,Tardbp;Pabpc5,>tr|A0A087WSH7|A0A087WSH7_MOUSE TAR DNA-binding protein 43 (Fragment) OS=Mus musculus GN=Tardbp PE=1 SV=1;>tr|A0A087WQA5|A0A087WQA5_MOUSE TAR DNA-binding protein 43 (Fragment) OS=Mus musculus GN=Tardbp PE=1 SV=1;>tr|A0A087WR97|A0A087WR97_MOUSE TAR DNA-bind,11,1,1,1,3.4,3.4,3.4,0.038306,1.2569,101757.2716,90911.01731,98312.2395,90406.17621,96045.28681,72761.91239,77928.86381,73244,71170.75889,72296.65772
Q60876,Q60876,Eukaryotic translation initiation factor 4E-binding protein 1,Eif4ebp1,>sp|Q60876|4EBP1_MOUSE Eukaryotic translation initiation factor 4E-binding protein 1 OS=Mus musculus GN=Eif4ebp1 PE=1 SV=3,1,1,1,1,5.1,5.1,5.1,0.049103,1.0779,94904.03769,100551.0941,101158.2013,95837.35122,98008.86256,87190.85226,88208.46118,70865,74234.44333,72568.2499
F6V9T4;F7B673;F7D4S5;Q68FF7-2;Q68FF7;Q8R1B4,F6V9T4;F7B673;F7D4S5;Q68FF7-2;Q68FF7;Q8R1B4,SLAIN motif-containing protein 1;Eukaryotic translation initiation factor 3 subunit C,Slain1;Eif3c,>tr|F6V9T4|F6V9T4_MOUSE SLAIN motif-containing protein 1 (Fragment) OS=Mus musculus GN=Slain1 PE=1 SV=1;>tr|F7B673|F7B673_MOUSE SLAIN motif-containing protein 1 (Fragment) OS=Mus musculus GN=Slain1 PE=1 SV=1;>tr|F7D4S5|F7D4S5_MOUSE SLAIN motif-containing p,6,1,1,1,3.3,3.3,3.3,0.052239,1.028,137935.5313,140570.3037,137198.8201,136663.9515,131043.5071,75495.00595,78868.51973,82423,72810.64306,72970.71803
Q3TWV4;Q5FWI9;P84091,Q3TWV4;Q5FWI9;P84091,AP-2 complex subunit mu,Ap2m1,>tr|Q3TWV4|Q3TWV4_MOUSE AP-2 complex subunit mu OS=Mus musculus GN=Ap2m1 PE=1 SV=1;>tr|Q5FWI9|Q5FWI9_MOUSE AP-2 complex subunit mu OS=Mus musculus GN=Ap2m1 PE=1 SV=1;>sp|P84091|AP2M1_MOUSE AP-2 complex subunit mu OS=Mus musculus GN=Ap2m1 PE=1 SV=1,3,1,1,1,1.4,1.4,1.4,0.03096,1.3368,94228.81114,88974.19824,87743.28791,92385.64774,90620.27946,65554.26788,64562.10936,63625,69986.57639,73423.37166
